system_number,oxford_part_id,call_numbers,library_code,,,,titles_non_placeholder
990053176180205171,,ENA 2585.77,JTS,,,,
990053176190205171,,ENA 2586.1,JTS,,,,
990053176200205171,,ENA 2586.2,JTS,,,,
990053176210205171,,ENA 2586.3,JTS,,,,
990053176220205171,,ENA 2586.4,JTS,,,,
990053176230205171,,ENA 2586.5,JTS,,,,
990053176240205171,,ENA 2586.6,JTS,,,,
990053176250205171,,ENA 2586.7,JTS,,,,
990053176260205171,,ENA 2586.8,JTS,,,,
990053176270205171,,ENA 2586.9,JTS,,,,
990053176280205171,,ENA 2586.10,JTS,,,,
990053176290205171,,ENA 2586.11,JTS,,,,
990053176300205171,,ENA 2586.12,JTS,,,,
990053176310205171,,ENA 2586.13,JTS,,,,
990053176320205171,,ENA 2586.14,JTS,,,,
990053176330205171,,ENA 2586.15,JTS,,,,
990053176340205171,,ENA 2586.16,JTS,,,,
990053176350205171,,ENA 2586.17,JTS,,,,
990053176360205171,,ENA 2586.18,JTS,,,,
990053176370205171,,ENA 2586.19,JTS,,,,
990053176380205171,,ENA 2586.20,JTS,,,,
990053176390205171,,ENA 2586.21,JTS,,,,
990053176400205171,,ENA 2586.22,JTS,,,,
990053176410205171,,ENA 2586.23,JTS,,,,
990053176420205171,,ENA 2586.24,JTS,,,,
990053176430205171,,ENA 2586.25,JTS,,,,
990053176440205171,,ENA 2586.26,JTS,,,,
990053176450205171,,ENA 2586.27,JTS,,,,
990053176460205171,,ENA 2586.28,JTS,,,,
990053176470205171,,ENA 2586.29,JTS,,,,
990053176480205171,,ENA 2586.30,JTS,,,,
990053176490205171,,ENA 2586.31,JTS,,,,
990053176500205171,,ENA 2586.32,JTS,,,,
990053176510205171,,ENA 2586.33,JTS,,,,
990053176520205171,,ENA 2586.34,JTS,,,,
990053176530205171,,ENA 2587.1,JTS,,,,
990053176540205171,,ENA 2587.2,JTS,,,,
990053176550205171,,ENA 2587.3,JTS,,,,
990053176560205171,,ENA 2587.4,JTS,,,,
990053176570205171,,ENA 2587.5,JTS,,,,
990053176580205171,,ENA 2587.6,JTS,,,,
990053176590205171,,ENA 2587.7,JTS,,,,
990053176600205171,,ENA 2587.12,JTS,,,,
990053176610205171,,ENA 2587.13,JTS,,,,
990053176620205171,,ENA 2587.14,JTS,,,,
990053176630205171,,ENA 2587.15,JTS,,,,
990053176640205171,,ENA 2587.16,JTS,,,,
990053176650205171,,ENA 2587.17,JTS,,,,
990053176660205171,,ENA 2587.18,JTS,,,,
990053176670205171,,ENA 2587.19,JTS,,,,
990053176680205171,,ENA 2587.20,JTS,,,,
990053176690205171,,ENA 2587.21,JTS,,,,
990053176700205171,,ENA 2587.23,JTS,,,,
990053176710205171,,ENA 2587.24,JTS,,,,
990053176720205171,,ENA 2587.27,JTS,,,,
990053176730205171,,ENA 2587.28,JTS,,,,
990053176740205171,,ENA 2587.29,JTS,,,,
990053176910205171,,ENA 2591.11,JTS,,,,
990053177010205171,,ENA 2591.21,JTS,,,,מקרא [טקסט]
990053177300205171,,ENA 2592.30,JTS,,,,
990053177310205171,,ENA 2592.31,JTS,,,,
990053177680205171,,ENA 2596.1,JTS,,,,
990053177920205171,,ENA 2600.1,JTS,,,,
990053177930205171,,ENA 2600.2,JTS,,,,
990053177940205171,,ENA 2600.3,JTS,,,,
990053177950205171,,ENA 2600.4,JTS,,,,
990053177960205171,,ENA 2600.5,JTS,,,,
990053177970205171,,ENA 2600.6,JTS,,,,
990053177980205171,,ENA 2600.7,JTS,,,,
990053177990205171,,ENA 2600.8,JTS,,,,
990053178000205171,,ENA 2600.9,JTS,,,,
990053178010205171,,ENA 2600.10,JTS,,,,
990053178100205171,,ENA 2607.9,JTS,,,,
990053178310205171,,ENA 2609.15,JTS,,,,מקרא [טקסט]
990053178320205171,,ENA 2609.16,JTS,,,,מקרא [טקסט]
990053178330205171,,ENA 2609.17,JTS,,,,מקרא [טקסט]
990053178340205171,,ENA 2609.18,JTS,,,,מקרא [טקסט]
990053178350205171,,ENA 2609.19,JTS,,,,מקרא [טקסט]
990053178360205171,,ENA 2609.20,JTS,,,,מקרא [טקסט]
990053178500205171,,ENA 2612.4,JTS,,,,
990053178560205171,,ENA 2615.2,JTS,,,,
990053178570205171,,ENA 2615.3,JTS,,,,
990053178650205171,,ENA 2618.3,JTS,,,,משנה [טקסט]
990053178660205171,,ENA 2618.4,JTS,,,,משנה [טקסט]
990053179230205171,,ENA 2627.10,JTS,,,,
990053179260205171,,ENA 2627.13,JTS,,,,משנה [טקסט]
990053179270205171,,ENA 2627.14,JTS,,,,משנה [טקסט]
990053179300205171,,ENA 2627.17,JTS,,,,
990053179600205171,,ENA 2627.47,JTS,,,,
990053179610205171,,ENA 2627.48,JTS,,,,
990053179670205171,,ENA 2627.54,JTS,,,,
990053179680205171,,ENA 2627.55,JTS,,,,
990053179720205171,,ENA 2627.59,JTS,,,,
990053179960205171,,ENA 2627.83,JTS,,,,
990053179970205171,,ENA 2627.84,JTS,,,,
990053180580205171,,ENA 2632.36,JTS,,,,
990053180740205171,,ENA 2634.9,JTS,,,,
990053180750205171,,ENA 2634.10,JTS,,,,
990053180780205171,,ENA 2634.13,JTS,,,,
990053180950205171,,ENA 2635.6,JTS,,,,
990053181020205171,,ENA 2635.13,JTS,,,,
990053181610205171,,ENA 2640.1,JTS,,,,מקרא [טקסט]
990053181620205171,,ENA 2640.2,JTS,,,,מקרא [טקסט]
990053181630205171,,ENA 2640.3,JTS,,,,מקרא [טקסט]
990053181640205171,,ENA 2640.4,JTS,,,,מקרא [טקסט]
990053181650205171,,ENA 2640.5,JTS,,,,מקרא [טקסט]
990053181660205171,,ENA 2640.6,JTS,,,,מקרא [טקסט]
990053181670205171,,ENA 2640.7,JTS,,,,מקרא [טקסט]
990053181680205171,,ENA 2640.8,JTS,,,,מקרא [טקסט]
990053181690205171,,ENA 2640.9,JTS,,,,מקרא [טקסט]
990053181700205171,,ENA 2640.10,JTS,,,,מקרא [טקסט]
990053181710205171,,ENA 2640.11,JTS,,,,מקרא [טקסט]
990053181720205171,,ENA 2640.12,JTS,,,,מקרא [טקסט]
990053181730205171,,ENA 2640.13,JTS,,,,מקרא [טקסט]
990053181740205171,,ENA 2640.14,JTS,,,,מקרא [טקסט]
990053181750205171,,ENA 2640.15,JTS,,,,מקרא [טקסט]
990053181760205171,,ENA 2640.16,JTS,,,,מקרא [טקסט]
990053181770205171,,ENA 2640.17,JTS,,,,מקרא [טקסט]
990053181780205171,,ENA 2640.18,JTS,,,,מקרא [טקסט]
990053181790205171,,ENA 2640.19,JTS,,,,מקרא [טקסט]
990053181800205171,,ENA 2640.20,JTS,,,,מקרא [טקסט]
990053181810205171,,ENA 2640.21,JTS,,,,מקרא [טקסט]
990053181820205171,,ENA 2640.22,JTS,,,,מקרא [טקסט]
990053181830205171,,ENA 2640.23,JTS,,,,מקרא [טקסט]
990053181840205171,,ENA 2640.25,JTS,,,,מקרא [טקסט]
990053181850205171,,ENA 2640.26,JTS,,,,מקרא [טקסט]
990053181860205171,,ENA 2641.1,JTS,,,,
990053181870205171,,ENA 2641.2,JTS,,,,
990053181880205171,,ENA 2641.3,JTS,,,,
990053181890205171,,ENA 2641.4,JTS,,,,
990053181900205171,,ENA 2641.5,JTS,,,,
990053181910205171,,ENA 2641.6,JTS,,,,
990053181920205171,,ENA 2641.7,JTS,,,,
990053181930205171,,ENA 2641.8,JTS,,,,
990053181940205171,,ENA 2641.9,JTS,,,,
990053181950205171,,ENA 2641.10,JTS,,,,
990053181960205171,,ENA 2641.11,JTS,,,,
990053181970205171,,ENA 2641.12,JTS,,,,
990053181980205171,,ENA 2641.13,JTS,,,,
990053181990205171,,ENA 2641.14,JTS,,,,
990053182000205171,,ENA 2641.15,JTS,,,,
990053182010205171,,ENA 2641.16,JTS,,,,
990053182020205171,,ENA 2641.17,JTS,,,,
990053182030205171,,ENA 2641.18,JTS,,,,
990053182040205171,,ENA 2641.19,JTS,,,,
990053182050205171,,ENA 2641.20,JTS,,,,
990053182060205171,,ENA 2641.21,JTS,,,,
990053182070205171,,ENA 2641.22,JTS,,,,
990053182080205171,,ENA 2641.23,JTS,,,,
990053182090205171,,ENA 2641.24,JTS,,,,מקרא [טקסט]
990053182100205171,,ENA 2641.25,JTS,,,,
990053182110205171,,ENA 2641.26,JTS,,,,
990053182120205171,,ENA 2641.27,JTS,,,,
990053182130205171,,ENA 2641.28,JTS,,,,
990053182140205171,,ENA 2641.29,JTS,,,,
990053182150205171,,ENA 2641.30,JTS,,,,
990053182160205171,,ENA 2641.31,JTS,,,,
990053182170205171,,ENA 2641.32,JTS,,,,
990053182180205171,,ENA 2641.33,JTS,,,,
990053182190205171,,ENA 2641.34,JTS,,,,
990053182200205171,,ENA 2641.35,JTS,,,,
990053182210205171,,ENA 2641.36,JTS,,,,
990053182220205171,,ENA 2641.37,JTS,,,,
990053182230205171,,ENA 2641.38,JTS,,,,
990053182240205171,,ENA 2641.39,JTS,,,,
990053182250205171,,ENA 2641.40,JTS,,,,
990053182260205171,,ENA 2641.41,JTS,,,,
990053182270205171,,ENA 2641.42,JTS,,,,
990053182280205171,,ENA 2641.43,JTS,,,,
990053182290205171,,ENA 2641.44,JTS,,,,
990053182300205171,,ENA 2641.45,JTS,,,,
990053182310205171,,ENA 2641.46,JTS,,,,
990053182320205171,,ENA 2641.47,JTS,,,,
990053182330205171,,ENA 2641.48,JTS,,,,
990053182340205171,,ENA 2641.49,JTS,,,,
990053182350205171,,ENA 2641.50,JTS,,,,
990053182360205171,,ENA 2641.51,JTS,,,,
990053182370205171,,ENA 2641.52,JTS,,,,
990053182380205171,,ENA 2641.53,JTS,,,,
990053182390205171,,ENA 2641.54,JTS,,,,
990053182400205171,,ENA 2641.55,JTS,,,,
990053182410205171,,ENA 2641.56,JTS,,,,
990053182420205171,,ENA 2641.57,JTS,,,,
990053182430205171,,ENA 2641.58,JTS,,,,
990053182440205171,,ENA 2641.59,JTS,,,,
990053182450205171,,ENA 2641.60,JTS,,,,
990053182460205171,,ENA 2641.61,JTS,,,,
990053182470205171,,ENA 2641.62,JTS,,,,
990053182480205171,,ENA 2641.63,JTS,,,,
990053182490205171,,ENA 2641.64,JTS,,,,
990053182500205171,,ENA 2641.65,JTS,,,,
990053182510205171,,ENA 2641.66,JTS,,,,
990053182520205171,,ENA 2641.67,JTS,,,,
990053182530205171,,ENA 2641.68,JTS,,,,
990053182540205171,,ENA 2641.69,JTS,,,,
990053182550205171,,ENA 2641.70,JTS,,,,
990053182560205171,,ENA 2641.71,JTS,,,,
990053182570205171,,ENA 2641.72,JTS,,,,
990053182580205171,,ENA 2641.73,JTS,,,,
990053182590205171,,ENA 2641.74,JTS,,,,
990053182600205171,,ENA 2641.75,JTS,,,,
990053183590205171,,ENA 2672.17,JTS,,,,
990053183870205171,,ENA 2672.45,JTS,,,,
990053185910205171,,ENA 2686.14,JTS,,,,פירוש על התורה
990053186100205171,,ENA 2688.1,JTS,,,,
990053186110205171,,ENA 2688.2,JTS,,,,
990053186130205171,,ENA 2688.4,JTS,,,,
990053186140205171,,ENA 2688.5,JTS,,,,
990053186150205171,,ENA 2688.6,JTS,,,,
990053186160205171,,ENA 2688.7,JTS,,,,
990053186710205171,,ENA 2692.46,JTS,,,,
990053186830205171,,ENA 2693.7,JTS,,,,
990053187230205171,,ENA 2695.1,JTS,,,,
990053187240205171,,ENA 2695.2,JTS,,,,
990053187250205171,,ENA 2695.3,JTS,,,,
990053187260205171,,ENA 2695.4,JTS,,,,
990053187270205171,,ENA 2695.5,JTS,,,,
990053187280205171,,ENA 2695.6,JTS,,,,
990053187290205171,,ENA 2695.7,JTS,,,,
990053187300205171,,ENA 2695.8,JTS,,,,
990053187310205171,,ENA 2695.9,JTS,,,,
990053187320205171,,ENA 2695.10,JTS,,,,
990053187330205171,,ENA 2695.11,JTS,,,,
990053187340205171,,ENA 2695.12,JTS,,,,
990053187350205171,,ENA 2695.13,JTS,,,,
990053187360205171,,ENA 2695.14,JTS,,,,
990053187370205171,,ENA 2695.15,JTS,,,,
990053187380205171,,ENA 2695.16,JTS,,,,
990053187390205171,,ENA 2695.17,JTS,,,,
990053187400205171,,ENA 2695.18,JTS,,,,
990053187410205171,,ENA 2695.20,JTS,,,,
990053187420205171,,ENA 2695.21,JTS,,,,
990053187430205171,,ENA 2695.24,JTS,,,,
990053187440205171,,ENA 2695.25,JTS,,,,
990053187450205171,,ENA 2695.26,JTS,,,,
990053187460205171,,ENA 2695.27,JTS,,,,
990053187470205171,,ENA 2695.28,JTS,,,,
990053187480205171,,ENA 2695.29,JTS,,,,
990053187490205171,,ENA 2695.30,JTS,,,,
990053187500205171,,ENA 2695.31,JTS,,,,
990053187510205171,,ENA 2695.32,JTS,,,,
990053187520205171,,ENA 2695.33,JTS,,,,
990053187530205171,,ENA 2695.34,JTS,,,,
990053187540205171,,ENA 2695.35,JTS,,,,
990053187550205171,,ENA 2695.36,JTS,,,,
990053187560205171,,ENA 2695.37,JTS,,,,
990053187570205171,,ENA 2695.38,JTS,,,,
990053187580205171,,ENA 2695.39,JTS,,,,
990053187590205171,,ENA 2695.40,JTS,,,,
990053187600205171,,ENA 2695.41,JTS,,,,
990053187610205171,,ENA 2695.42,JTS,,,,
990053187620205171,,ENA 2695.43,JTS,,,,
990053187630205171,,ENA 2695.44,JTS,,,,
990053187640205171,,ENA 2695.46,JTS,,,,
990053187650205171,,ENA 2695.47,JTS,,,,
990053187660205171,,ENA 2695.48,JTS,,,,
990053187670205171,,ENA 2695.49,JTS,,,,
990053187680205171,,ENA 2695.50,JTS,,,,
990053187690205171,,ENA 2695.51,JTS,,,,
990053187700205171,,ENA 2695.52,JTS,,,,
990053187710205171,,ENA 2695.53,JTS,,,,
990053187720205171,,ENA 2695.54,JTS,,,,
990053187730205171,,ENA 2695.55,JTS,,,,
990053188880205171,,ENA 2700.42,JTS,,,,משנה [טקסט]
990053188890205171,,ENA 2700.43,JTS,,,,משנה [טקסט]
990053188920205171,,ENA 2700.47,JTS,,,,
990053189010205171,,ENA 2701.1,JTS,,,,
990053189020205171,,ENA 2701.2,JTS,,,,
990053189030205171,,ENA 2701.3,JTS,,,,
990053189040205171,,ENA 2701.3a,JTS,,,,
990053189050205171,,ENA 2701.4,JTS,,,,
990053189060205171,,ENA 2701.5,JTS,,,,
990053189070205171,,ENA 2701.6,JTS,,,,
990053189080205171,,ENA 2701.7,JTS,,,,
990053189090205171,,ENA 2701.8,JTS,,,,
990053189100205171,,ENA 2701.9,JTS,,,,
990053189110205171,,ENA 2701.10,JTS,,,,
990053189120205171,,ENA 2701.11,JTS,,,,
990053189130205171,,ENA 2701.12,JTS,,,,
990053189140205171,,ENA 2701.13,JTS,,,,
990053189150205171,,ENA 2701.14,JTS,,,,
990053189160205171,,ENA 2701.15,JTS,,,,
990053189170205171,,ENA 2701.16,JTS,,,,
990053189180205171,,ENA 2701.17,JTS,,,,
990053189190205171,,ENA 2701.18,JTS,,,,
990053189200205171,,ENA 2701.19,JTS,,,,
990053189210205171,,ENA 2701.20,JTS,,,,
990053189220205171,,ENA 2701.21,JTS,,,,
990053189230205171,,ENA 2701.22,JTS,,,,
990053189240205171,,ENA 2701.23,JTS,,,,
990053189250205171,,ENA 2701.24,JTS,,,,
990053189530205171,,ENA 2702.28,JTS,,,,
990053189640205171,,ENA 2703.13,JTS,,,,
990053189910205171,,ENA 2704.27,JTS,,,,
990053190770205171,,ENA 2708.4,JTS,,,,
990053190930205171,,ENA 2708.24,JTS,,,,משנה [טקסט]
990053190940205171,,ENA 2708.25,JTS,,,,משנה [טקסט]
990053191110205171,,ENA 2708.46,JTS,,,,משנה [טקסט]
990053191440205171,,ENA 2709.26,JTS,,,,משנה [טקסט]
990053192350205171,,ENA 2711.22,JTS,,,,
990053193680205171,,ENA 2713.48,JTS,,,,
990053194180205171,,ENA 2716.9,JTS,,,,
990053194900205171,,ENA 2722.1,JTS,,,,
990053194910205171,,ENA 2722.2,JTS,,,,
990053194920205171,,ENA 2722.3,JTS,,,,
990053194930205171,,ENA 2722.4,JTS,,,,
990053194940205171,,ENA 2722.5,JTS,,,,
990053194950205171,,ENA 2722.7,JTS,,,,
990053194960205171,,ENA 2722.8,JTS,,,,
990053194970205171,,ENA 2722.9,JTS,,,,
990053194980205171,,ENA 2722.10,JTS,,,,
990053194990205171,,ENA 2722.11,JTS,,,,
990053195000205171,,ENA 2722.12,JTS,,,,
990053195010205171,,ENA 2722.13,JTS,,,,
990053195020205171,,ENA 2722.14,JTS,,,,
990053195030205171,,ENA 2722.15,JTS,,,,
990053195040205171,,ENA 2722.16,JTS,,,,
990053195050205171,,ENA 2722.17,JTS,,,,
990053195060205171,,ENA 2722.18,JTS,,,,
990053195070205171,,ENA 2722.19,JTS,,,,
990053195080205171,,ENA 2722.20,JTS,,,,
990053195090205171,,ENA 2722.21,JTS,,,,
990053195100205171,,ENA 2722.22,JTS,,,,
990053195110205171,,ENA 2722.23,JTS,,,,
990053195120205171,,ENA 2722.24,JTS,,,,
990053195130205171,,ENA 2722.25,JTS,,,,
990053195140205171,,ENA 2722.26,JTS,,,,
990053195150205171,,ENA 2722.27,JTS,,,,
990053195160205171,,ENA 2722.28,JTS,,,,
990053195170205171,,ENA 2722.29,JTS,,,,
990053195180205171,,ENA 2722.30,JTS,,,,
990053195190205171,,ENA 2723.1,JTS,,,,
990053195200205171,,ENA 2723.2,JTS,,,,
990053195210205171,,ENA 2723.3,JTS,,,,
990053195220205171,,ENA 2723.4,JTS,,,,
990053195230205171,,ENA 2723.5,JTS,,,,
990053195240205171,,ENA 2723.6,JTS,,,,
990053195250205171,,ENA 2723.7,JTS,,,,
990053195260205171,,ENA 2723.8,JTS,,,,
990053195270205171,,ENA 2723.9,JTS,,,,
990053195280205171,,ENA 2723.10,JTS,,,,
990053195290205171,,ENA 2723.11,JTS,,,,
990053195300205171,,ENA 2723.12,JTS,,,,
990053195310205171,,ENA 2723.13,JTS,,,,
990053195320205171,,ENA 2723.14,JTS,,,,
990053195330205171,,ENA 2723.15,JTS,,,,
990053195340205171,,ENA 2723.16,JTS,,,,
990053195350205171,,ENA 2723.17,JTS,,,,
990053195360205171,,ENA 2723.18,JTS,,,,
990053195370205171,,ENA 2723.19,JTS,,,,
990053195380205171,,ENA 2723.20,JTS,,,,
990053195390205171,,ENA 2723.21,JTS,,,,
990053195400205171,,ENA 2723.22,JTS,,,,
990053195410205171,,ENA 2723.23,JTS,,,,
990053195420205171,,ENA 2723.24,JTS,,,,
990053195430205171,,ENA 2723.25,JTS,,,,
990053195440205171,,ENA 2723.26,JTS,,,,
990053195450205171,,ENA 2723.27,JTS,,,,
990053195460205171,,ENA 2723.28,JTS,,,,
990053195470205171,,ENA 2723.29,JTS,,,,
990053195480205171,,ENA 2723.30,JTS,,,,
990053195490205171,,ENA 2723.31,JTS,,,,
990053195500205171,,ENA 2723.32,JTS,,,,
990053195510205171,,ENA 2723.33,JTS,,,,
990053195520205171,,ENA 2723.34,JTS,,,,
990053195530205171,,ENA 2723.35,JTS,,,,
990053195540205171,,ENA 2723.36,JTS,,,,
990053195550205171,,ENA 2723.37,JTS,,,,
990053195560205171,,ENA 2723.38,JTS,,,,
990053195570205171,,ENA 2723.39,JTS,,,,
990053195580205171,,ENA 2723.40,JTS,,,,
990053195590205171,,ENA 2723.41,JTS,,,,
990053195600205171,,ENA 2723.42,JTS,,,,
990053195610205171,,ENA 2723.43,JTS,,,,
990053195620205171,,ENA 2723.44,JTS,,,,
990053195630205171,,ENA 2723.45,JTS,,,,
990053195640205171,,ENA 2723.46,JTS,,,,
990053195650205171,,ENA 2723.47,JTS,,,,
990053195660205171,,ENA 2723.48,JTS,,,,
990053195670205171,,ENA 2723.49,JTS,,,,
990053195680205171,,ENA 2723.50,JTS,,,,
990053195690205171,,ENA 2723.51,JTS,,,,
990053195700205171,,ENA 2723.52,JTS,,,,
990053195710205171,,ENA 2723.53,JTS,,,,
990053195720205171,,ENA 2723.54,JTS,,,,
990053195730205171,,ENA 2723.55,JTS,,,,
990053195740205171,,ENA 2723.56,JTS,,,,
990053195750205171,,ENA 2723.57,JTS,,,,
990053195760205171,,ENA 2723.58,JTS,,,,
990053195770205171,,ENA 2723.59,JTS,,,,
990053195780205171,,ENA 2723.60,JTS,,,,
990053195790205171,,ENA 2723.61,JTS,,,,
990053195800205171,,ENA 2723.62,JTS,,,,
990053195810205171,,ENA 2723.63,JTS,,,,
990053195820205171,,ENA 2723.64,JTS,,,,
990053195830205171,,ENA 2723.65,JTS,,,,
990053195840205171,,ENA 2723.66,JTS,,,,
990053195850205171,,ENA 2723.67,JTS,,,,
990053195860205171,,ENA 2723.68,JTS,,,,
990053195870205171,,ENA 2723.69,JTS,,,,
990053195880205171,,ENA 2723.70,JTS,,,,
990053195890205171,,ENA 2723.71,JTS,,,,
990053195900205171,,ENA 2723.72,JTS,,,,
990053195910205171,,ENA 2723.73,JTS,,,,
990053195920205171,,ENA 2723.74,JTS,,,,
990053195930205171,,ENA 2723.75,JTS,,,,
990053195940205171,,ENA 2723.76,JTS,,,,
990053195950205171,,ENA 2723.77,JTS,,,,
990053195960205171,,ENA 2723.78,JTS,,,,
990053195970205171,,ENA 2724.1,JTS,,,,
990053195980205171,,ENA 2724.2,JTS,,,,
990053195990205171,,ENA 2724.3,JTS,,,,
990053196000205171,,ENA 2724.4,JTS,,,,
990053196010205171,,ENA 2724.5,JTS,,,,
990053196020205171,,ENA 2724.6,JTS,,,,
990053196030205171,,ENA 2724.7,JTS,,,,
990053196040205171,,ENA 2724.8,JTS,,,,
990053196050205171,,ENA 2724.9,JTS,,,,
990053196060205171,,ENA 2724.10,JTS,,,,
990053196070205171,,ENA 2724.11,JTS,,,,
990053196080205171,,ENA 2724.12,JTS,,,,
990053196090205171,,ENA 2724.13,JTS,,,,
990053196100205171,,ENA 2724.14,JTS,,,,
990053196110205171,,ENA 2724.15,JTS,,,,
990053196120205171,,ENA 2724.16,JTS,,,,
990053196130205171,,ENA 2724.17,JTS,,,,
990053196140205171,,ENA 2724.18,JTS,,,,
990053196150205171,,ENA 2724.19,JTS,,,,
990053196160205171,,ENA 2726.1,JTS,,,,
990053196170205171,,ENA 2726.2,JTS,,,,
990053196180205171,,ENA 2726.3,JTS,,,,
990053196190205171,,ENA 2726.4,JTS,,,,
990053196200205171,,ENA 2726.5,JTS,,,,
990053196210205171,,ENA 2726.6,JTS,,,,
990053196220205171,,ENA 2726.7,JTS,,,,
990053196230205171,,ENA 2726.8,JTS,,,,
990053196240205171,,ENA 2726.9,JTS,,,,
990053196250205171,,ENA 2726.10,JTS,,,,
990053196260205171,,ENA 2726.11,JTS,,,,
990053196270205171,,ENA 2726.12,JTS,,,,
990053196280205171,,ENA 2726.13,JTS,,,,
990053196290205171,,ENA 2726.14,JTS,,,,
990053196300205171,,ENA 2726.15,JTS,,,,
990053196310205171,,ENA 2726.16,JTS,,,,
990053196320205171,,ENA 2726.17,JTS,,,,
990053196330205171,,ENA 2726.18,JTS,,,,
990053196340205171,,ENA 2726.19,JTS,,,,
990053196350205171,,ENA 2726.20,JTS,,,,
990053196360205171,,ENA 2726.22,JTS,,,,
990053196370205171,,ENA 2726.23,JTS,,,,
990053196380205171,,ENA 2726.24,JTS,,,,
990053196390205171,,ENA 2726.25,JTS,,,,
990053196400205171,,ENA 2726.26,JTS,,,,
990053196410205171,,ENA 2726.27,JTS,,,,
990053196420205171,,ENA 2726.28,JTS,,,,
990053196430205171,,ENA 2726.29,JTS,,,,
990053196440205171,,ENA 2726.30,JTS,,,,
990053196450205171,,ENA 2726.31,JTS,,,,
990053196460205171,,ENA 2726.32,JTS,,,,
990053196470205171,,ENA 2726.33,JTS,,,,
990053196480205171,,ENA 2726.34,JTS,,,,
990053196490205171,,ENA 2726.35,JTS,,,,
990053196500205171,,ENA 2726.36,JTS,,,,
990053196510205171,,ENA 2726.37,JTS,,,,
990053196520205171,,ENA 2726.38,JTS,,,,
990053196720205171,,ENA 2727.11c,JTS,,,,
990053196730205171,,ENA 2727.11d,JTS,,,,
990053196740205171,,ENA 2727.11e,JTS,,,,
990053197490205171,,ENA 2730.6,JTS,,,,
990053197730205171,,ENA 2738.4,JTS,,,,
990053198080205171,,ENA 2739.1,JTS,,,,
990053198100205171,,ENA 2739.3,JTS,,,,
990053198190205171,,ENA 2739.12,JTS,,,,
990053198240205171,,ENA 2739.17,JTS,,,,
990053198260205171,,ENA 2740.1,JTS,,,,
990053198410205171,,ENA 2741.8,JTS,,,,
990053199140205171,,ENA 2751.22,JTS,,,,משנה [טקסט]
990053199150205171,,ENA 2751.23,JTS,,,,משנה [טקסט]
990053199710205171,,ENA 2754.2,JTS,,,,משנה [טקסט]
990053199720205171,,ENA 2754.3,JTS,,,,משנה [טקסט]
990053199730205171,,ENA 2754.4,JTS,,,,משנה [טקסט]
990053199740205171,,ENA 2754.5,JTS,,,,משנה [טקסט]
990053199750205171,,ENA 2754.6,JTS,,,,משנה [טקסט]
990053199760205171,,ENA 2754.7,JTS,,,,משנה [טקסט]
990053199790205171,,ENA 2754.10,JTS,,,,משנה [טקסט]
990053200510205171,,ENA 2759.6,JTS,,,,
990053200570205171,,ENA 2762.6,JTS,,,,משנה [טקסט]
990053200580205171,,ENA 2762.7,JTS,,,,משנה [טקסט]
990053200860205171,,ENA 2763.6,JTS,,,,
990053201770205171,,ENA 2767.5,JTS,,,,
990053202020205171,,ENA 2769.2,JTS,,,,
990053202200205171,,ENA 2779.5,JTS,,,,משנה [טקסט]
990053202610205171,,ENA 2791.1,JTS,,,,
990053202620205171,,ENA 2791.2,JTS,,,,
990053202630205171,,ENA 2791.3,JTS,,,,
990053202640205171,,ENA 2791.4,JTS,,,,
990053202650205171,,ENA 2791.5,JTS,,,,
990053202660205171,,ENA 2791.6,JTS,,,,
990053202670205171,,ENA 2791.7,JTS,,,,
990053202680205171,,ENA 2791.8,JTS,,,,
990053202690205171,,ENA 2791.9,JTS,,,,
990053202700205171,,ENA 2791.10,JTS,,,,
990053202710205171,,ENA 2791.11,JTS,,,,
990053202720205171,,ENA 2791.12,JTS,,,,
990053202730205171,,ENA 2791.13,JTS,,,,
990053202740205171,,ENA 2791.14,JTS,,,,
990053202750205171,,ENA 2791.15,JTS,,,,
990053202760205171,,ENA 2791.16,JTS,,,,
990053202770205171,,ENA 2791.17,JTS,,,,
990053202780205171,,ENA 2791.18,JTS,,,,
990053202790205171,,ENA 2791.19,JTS,,,,
990053202800205171,,ENA 2791.20,JTS,,,,
990053202810205171,,ENA 2791.21,JTS,,,,
990053202820205171,,ENA 2791.22,JTS,,,,
990053202830205171,,ENA 2792.1,JTS,,,,
990053202840205171,,ENA 2792.2,JTS,,,,
990053202850205171,,ENA 2792.3,JTS,,,,
990053202860205171,,ENA 2792.4,JTS,,,,
990053202870205171,,ENA 2792.5,JTS,,,,
990053202880205171,,ENA 2792.6,JTS,,,,
990053202890205171,,ENA 2792.7,JTS,,,,
990053202900205171,,ENA 2792.8,JTS,,,,
990053202910205171,,ENA 2792.9,JTS,,,,
990053202920205171,,ENA 2792.10,JTS,,,,
990053202930205171,,ENA 2792.11,JTS,,,,
990053202940205171,,ENA 2792.12,JTS,,,,
990053202950205171,,ENA 2792.13,JTS,,,,
990053202960205171,,ENA 2792.14,JTS,,,,
990053202970205171,,ENA 2792.15,JTS,,,,
990053202980205171,,ENA 2792.16,JTS,,,,
990053202990205171,,ENA 2792.17,JTS,,,,
990053203000205171,,ENA 2792.18,JTS,,,,
990053203240205171,,ENA 2799.1,JTS,,,,
990053203310205171,,ENA 2799.8,JTS,,,,
990053204140205171,,ENA 2808.14,JTS,,,,
990053204430205171,,ENA 2808.43,JTS,,,,
990053204710205171,,ENA 2814.5,JTS,,,,
